prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
学校で彩と陽菜が買い物をしていた。陽菜は素敵なバスケットボールを購入し、,243,1,3,4,5,7,12,14,23,24,陽,彩,陽,陽,彩,彩,ablation,彩,0.8047,0.8047,0.004
家で哲也と健太が歩いていたとき、健太は珍しいコンピューターを見つけ、すぐに,196,1,3,5,6,8,13,15,24,25,健,哲,健,健,哲,哲,ablation,家,0.1865,0.1279,0.0135
家で葵と美優が仕事をしていた。美優は新しいコンピューターを作成し、その内容を,484,1,3,4,5,7,11,13,25,26,美,葵,美,美,葵,葵,circuit,葵,0.0369,0.0369,0.0145
駅の隅でさくらと亮が二人きりだった。亮は衝撃的なバスケットボールを知り、こっそりと,563,1,6,9,10,11,17,18,34,35,亮,さ,亮,亮,さ,さ,circuit,さ,0.1089,0.1089,0.0228
病院で葵と美優が帰り支度をしていた。美優は車の飲み物を見つけ、,902,1,4,5,6,8,15,17,23,24,美,葵,美,美,葵,葵,ablation,葵,0.4668,0.4668,0.0067
和也と達也が店で席に着いた。達也は熱いバスケットボールを持ってきて、,363,1,1,3,4,6,14,16,24,25,達,和,達,達,和,和,ablation,和,0.3262,0.3262,0.0002
病院で楓と哲也が話していた。哲也は骨を取り出すと、,34,1,4,6,7,9,13,15,20,21,哲,�,哲,哲,�,�,ablation,�,0.0566,0.0,0.0038
病院で亮と陽菜が買い物をしていた。陽菜は素敵な骨を購入し、,250,1,4,5,6,8,13,15,22,23,陽,亮,陽,陽,亮,亮,circuit,亮,0.4219,0.4219,0.0088
庭で哲也と拓也が乾杯しようとしていた。拓也は冷えたネックレスを開け、,1021,1,3,5,6,8,15,17,25,26,拓,哲,拓,拓,哲,哲,ablation,庭,0.1157,0.0058,0.0004
美優と翔太はレストランで修理をしていた。翔太は近くにあったバスケットボールを掴み、,667,1,1,3,4,6,13,15,25,26,翔,美,翔,翔,美,美,ablation,美,0.5586,0.5586,0.0216
学校で亮と陽菜が練習していた。陽菜は飲み物をキャッチすると、力強く,318,1,3,4,5,7,12,14,23,24,陽,亮,陽,陽,亮,亮,ablation,投,0.1006,0.0001,0.0016
学校で陸と和也が仕事をしていた。和也は新しいバスケットボールを作成し、その内容を,459,1,3,4,5,7,11,13,24,25,和,陸,和,和,陸,陸,ablation,陸,0.2217,0.2217,0.002
学校で楓と大輔が本棚を見ていた。大輔は面白そうなバスケットボールを選び、,603,1,3,5,6,8,14,16,24,25,大,�,大,大,�,�,ablation,�,0.252,0.0,0.0249
オフィスで愛と大輔が準備をしていた。大輔は余分なスナックを持っていたので、,767,1,5,6,7,9,14,16,26,27,大,愛,大,大,愛,愛,ablation,オ,0.1328,0.0488,0.063
山で結衣と陽菜が本棚を見ていた。陽菜は面白そうなネックレスを選び、,645,1,3,5,6,8,14,16,24,25,陽,結,陽,陽,結,結,ablation,結,0.8359,0.8359,0.001
山で美優と翔太が乾杯しようとしていた。翔太は冷えた骨を開け、,1074,1,3,5,6,8,15,17,23,24,翔,美,翔,翔,美,美,ablation,美,0.293,0.293,0.0007
オフィスで彩と優花が準備をしていた。優花は余分なネックレスを持っていたので、,765,1,5,6,7,9,14,16,26,27,優,彩,優,優,彩,彩,ablation,彩,0.5234,0.5234,0.0167
オフィスで翼と拓也が帰り支度をしていた。拓也は車の指輪を見つけ、,904,1,5,6,7,9,16,18,24,25,拓,翼,拓,拓,翼,翼,circuit,翼,0.2471,0.2471,0.0008
オフィスで涼太と愛が話していた。愛はネックレスを取り出すと、,45,1,5,7,8,9,13,14,21,22,愛,涼,愛,愛,涼,涼,ablation,涼,0.1001,0.1001,0.012
レストランで哲也と陽菜が練習していた。陽菜はスナックをキャッチすると、力強く,311,1,3,5,6,8,13,15,25,26,陽,哲,陽,陽,哲,哲,ablation,ス,0.0457,0.0,0.0005
剛と大輔は病院で休憩していた。大輔は携帯の画面にあるバスケットボールを表示し、,827,1,1,2,3,5,13,15,28,29,大,剛,大,大,剛,剛,circuit,大,0.0618,0.0579,0.0618
庭で優菜と結衣が練習していた。結衣は指輪をキャッチすると、力強く,296,1,3,5,6,8,13,15,24,25,結,優,結,結,優,優,ablation,指,0.0435,0.0091,0.0041
駅で直樹と翼が買い物をしていた。翼は素敵な骨を購入し、,274,1,4,6,7,8,13,14,21,22,翼,直,翼,翼,直,直,eval,直,0.7148,0.7148,0.0005
オフィスで愛と翔太が準備をしていた。翔太は余分な骨を持っていたので、,762,1,5,6,7,9,14,16,24,25,翔,愛,翔,翔,愛,愛,ablation,オ,0.1074,0.0145,0.0121
家で一輝と七海が本棚を見ていた。七海は面白そうなバスケットボールを選び、,627,1,3,5,6,8,14,16,24,25,七,一,七,七,一,一,ablation,一,0.3242,0.3242,0.006
レストランで涼太と達也が買い物をしていた。達也は素敵なキスを購入し、,233,1,3,5,6,8,13,15,23,24,達,涼,達,達,涼,涼,ablation,涼,0.5742,0.5742,0.0019
庭で拓也と健太が歩いていたとき、健太は珍しいコンピューターを見つけ、すぐに,156,1,3,5,6,8,13,15,24,25,健,拓,健,健,拓,拓,eval,家,0.0566,0.05,0.0056
学校で花と優花が話していた。優花は骨を取り出すと、,26,1,3,4,5,7,11,13,18,19,優,花,優,優,花,花,ablation,花,0.1982,0.1982,0.0072
山で美咲と翔太が本棚を見ていた。翔太は面白そうな指輪を選び、,640,1,3,6,7,9,15,17,24,25,翔,美,翔,翔,美,美,ablation,山,0.6016,0.1719,0.0015
山でさくらと亮が帰り支度をしていた。亮は車の飲み物を見つけ、,934,1,3,6,7,8,15,16,22,23,亮,さ,亮,亮,さ,さ,ablation,山,0.2715,0.05,0.0025
庭で拓也と健太が帰り支度をしていた。健太は車の骨を見つけ、,874,1,3,5,6,8,15,17,22,23,健,拓,健,健,拓,拓,ablation,その,0.0437,0.041,0.0017
美優と愛はレストランで休憩していた。愛は携帯の画面にあるスナックを表示し、,815,1,1,3,4,5,12,13,26,27,愛,美,愛,愛,美,美,ablation,美,0.4453,0.4453,0.0119
山で達也と翔太が乾杯しようとしていた。翔太は冷えたスナックを開け、,1079,1,3,5,6,8,15,17,25,26,翔,達,翔,翔,達,達,eval,山,0.2793,0.0403,0.0002
家で彩と七海が話していた。七海はスナックを取り出すと、,55,1,3,4,5,7,11,13,20,21,七,彩,七,七,彩,彩,eval,彩,0.2344,0.2344,0.0071
店で美月と大輔が本棚を見ていた。大輔は面白そうな指輪を選び、,576,1,3,5,6,8,14,16,23,24,大,美,大,大,美,美,ablation,美,0.2773,0.2773,0.0089
彩と直樹は病院の図書館にいた。直樹は借りていたキスを読み終え、,969,1,1,2,3,5,16,18,27,28,直,彩,直,直,彩,彩,ablation,彩,0.3926,0.3926,0.003
駅で彩と七海が本棚を見ていた。七海は面白そうなコンピューターを選び、,636,1,4,5,6,8,14,16,25,26,七,彩,七,七,彩,彩,ablation,彩,0.7305,0.7305,0.0052
山で健太と陽菜が乾杯しようとしていた。陽菜は冷えた飲み物を開け、,1078,1,3,5,6,8,15,17,24,25,陽,健,陽,陽,健,健,ablation,山,0.2539,0.0825,0.0012
オフィスで陽菜と翔太が仕事をしていた。翔太は新しいネックレスを作成し、その内容を,477,1,5,7,8,10,14,16,27,28,翔,陽,翔,翔,陽,陽,ablation,オ,0.3633,0.1177,0.0002
駅で美月と翼が乾杯しようとしていた。翼は冷えたキスを開け、,1065,1,4,6,7,8,15,16,23,24,翼,美,翼,翼,美,美,ablation,美,0.5078,0.5078,0.0002
楓と七海は店にいた。七海は落ちていた指輪を拾い、,72,1,1,3,4,6,11,13,21,22,七,�,七,七,�,�,ablation,�,0.4824,0.0,0.0022
拓也と陽菜はオフィスの図書館にいた。陽菜は借りていた指輪を読み終え、,976,1,1,3,4,6,18,20,29,30,陽,拓,陽,陽,拓,拓,circuit,拓,0.1128,0.1128,0.0022
店で哲也と陽菜が練習していた。陽菜は指輪をキャッチすると、力強く,288,1,3,5,6,8,13,15,24,25,陽,哲,陽,陽,哲,哲,ablation,腕,0.0378,0.0,0.001
優花と葵は学校の図書館にいた。葵は借りていたネックレスを読み終え、,965,1,1,3,4,5,15,16,26,27,葵,優,葵,葵,優,優,ablation,優,0.3457,0.3457,0.0005
優菜と達也は家の図書館にいた。達也は借りていたコンピューターを読み終え、,988,1,1,3,4,6,15,17,28,29,達,優,達,達,優,優,ablation,優,0.3184,0.3184,0.0109
駅で葵と哲也が練習していた。哲也はバスケットボールをキャッチすると、力強く,347,1,4,5,6,8,13,15,25,26,哲,葵,哲,哲,葵,葵,ablation,投,0.1582,0.0005,0.0
病院の隅で達也と美優が二人きりだった。美優は衝撃的な指輪を知り、こっそりと,536,1,6,8,9,11,17,19,34,35,美,達,美,美,達,達,ablation,達,0.3535,0.3535,0.01
和也と愛は山で休憩していた。愛は携帯の画面にあるコンピューターを表示し、,860,1,1,3,4,5,12,13,27,28,愛,和,愛,愛,和,和,ablation,和,0.25,0.25,0.0071
智也と愛は病院で修理をしていた。愛は近くにあったネックレスを掴み、,685,1,1,3,4,5,13,14,24,25,愛,智,愛,愛,智,智,ablation,智,0.4551,0.4551,0.0048
里奈と葵は病院の図書館にいた。葵は借りていた指輪を読み終え、,968,1,1,3,4,5,16,17,26,27,葵,里,葵,葵,里,里,eval,里,0.0786,0.0786,0.0016
一輝と大輔は庭にいた。大輔は落ちていたコンピューターを拾い、,84,1,1,3,4,6,11,13,23,24,大,一,大,大,一,一,ablation,一,0.3613,0.3613,0.0117
山で結衣と健太が買い物をしていた。健太は素敵なスナックを購入し、,287,1,3,5,6,8,13,15,24,25,健,結,健,健,結,結,ablation,結,0.7539,0.7539,0.0035
病院で翼と哲也が仕事をしていた。哲也は新しい指輪を作成し、その内容を,464,1,4,5,6,8,12,14,24,25,哲,翼,哲,哲,翼,翼,eval,翼,0.1748,0.1748,0.0325
さくらと亮が庭で席に着いた。亮は熱いキスを持ってきて、,369,1,1,4,5,6,14,15,22,23,亮,さ,亮,亮,さ,さ,ablation,さ,0.7656,0.7656,0.001
学校で翼と陽菜が仕事をしていた。陽菜は新しい飲み物を作成し、その内容を,462,1,3,4,5,7,11,13,23,24,陽,翼,陽,陽,翼,翼,eval,翼,0.2129,0.2129,0.0073
レストランの隅で哲也と翔太が二人きりだった。翔太は衝撃的なバスケットボールを知り、こっそりと,523,1,5,7,8,10,16,18,34,35,翔,哲,翔,翔,哲,哲,ablation,哲,0.2158,0.2158,0.0166
オフィスで楓と翔太が本棚を見ていた。翔太は面白そうな骨を選び、,618,1,5,7,8,10,16,18,24,25,翔,�,翔,翔,�,�,circuit,�,0.2236,0.0,0.0034
店で拓也と健太が話していた。健太は骨を取り出すと、,2,1,3,5,6,8,12,14,19,20,健,拓,健,健,拓,拓,ablation,店,0.1602,0.0459,0.004
学校で亮と大輔が帰り支度をしていた。大輔は車のネックレスを見つけ、,893,1,3,4,5,7,14,16,23,24,大,亮,大,大,亮,亮,ablation,亮,0.2354,0.2354,0.0248
優菜と陽菜は駅で修理をしていた。陽菜は近くにあった飲み物を掴み、,710,1,1,3,4,6,14,16,25,26,陽,優,陽,陽,優,優,ablation,優,0.6797,0.6797,0.0193
山で愛と大輔が帰り支度をしていた。大輔は車のバスケットボールを見つけ、,931,1,3,4,5,7,14,16,23,24,大,愛,大,大,愛,愛,ablation,山,0.1768,0.0474,0.042
山で優花と翼が準備をしていた。翼は余分な飲み物を持っていたので、,790,1,3,5,6,7,12,13,22,23,翼,優,翼,翼,優,優,ablation,優,0.2773,0.2773,0.0054
哲也と愛が庭で席に着いた。愛は熱い飲み物を持ってきて、,374,1,1,3,4,5,13,14,21,22,愛,哲,愛,愛,哲,哲,ablation,哲,0.6055,0.6055,0.0026
病院で隼人と美咲が歩いていたとき、美咲は珍しいバスケットボールを見つけ、すぐに,179,1,4,6,6,9,14,17,25,26,美,隼,美,美,隼,隼,ablation,隼,0.1895,0.1895,0.0396
店で美優と愛が仕事をしていた。愛は新しい骨を作成し、その内容を,434,1,3,5,6,7,11,12,21,22,愛,美,愛,愛,美,美,circuit,美,0.3828,0.3828,0.0015
山で愛と陽菜が話していた。陽菜は飲み物を取り出すと、,70,1,3,4,5,7,11,13,19,20,陽,愛,陽,陽,愛,愛,ablation,山,0.2949,0.0188,0.0065
駅で直樹と涼太が準備をしていた。涼太は余分なネックレスを持っていたので、,781,1,4,6,7,9,14,16,26,27,涼,直,涼,涼,直,直,circuit,直,0.3945,0.3945,0.021
病院で和也と一輝が準備をしていた。一輝は余分なネックレスを持っていたので、,757,1,4,6,7,9,14,16,26,27,一,和,一,一,和,和,ablation,和,0.2676,0.2676,0.0339
オフィスで葵と美優が本棚を見ていた。美優は面白そうな飲み物を選び、,622,1,5,6,7,9,15,17,24,25,美,葵,美,美,葵,葵,ablation,葵,0.4277,0.4277,0.0121
学校で結衣と健太が歩いていたとき、健太は珍しいバスケットボールを見つけ、すぐに,171,1,3,5,6,8,13,15,23,24,健,結,健,健,結,結,ablation,結,0.7344,0.7344,0.0162
山で美優と大輔が準備をしていた。大輔は余分なネックレスを持っていたので、,789,1,3,5,6,8,13,15,25,26,大,美,大,大,美,美,ablation,山,0.2891,0.1455,0.0474
庭で彩と達也が帰り支度をしていた。達也は車の骨を見つけ、,874,1,3,4,5,7,14,16,21,22,達,彩,達,達,彩,彩,ablation,彩,0.1455,0.1455,0.0034
陽菜と翔太はオフィスで休憩していた。翔太は携帯の画面にあるキスを表示し、,833,1,1,3,4,6,15,17,29,30,翔,陽,翔,翔,陽,陽,ablation,陽,0.4414,0.4414,0.0003
学校で翼と拓也が話していた。拓也はキスを取り出すと、,25,1,3,4,5,7,11,13,19,20,拓,翼,拓,拓,翼,翼,ablation,翼,0.3262,0.3262,0.0005
学校で陽菜と翔太が帰り支度をしていた。翔太は車のネックレスを見つけ、,893,1,3,5,6,8,15,17,24,25,翔,陽,翔,翔,陽,陽,ablation,陽,0.0952,0.0952,0.0014
駅で健太と翔太が本棚を見ていた。翔太は面白そうな骨を選び、,634,1,4,6,7,9,15,17,23,24,翔,健,翔,翔,健,健,eval,健,0.6445,0.6445,0.0049
病院で哲也と翔太が買い物をしていた。翔太は素敵なバスケットボールを購入し、,251,1,4,6,7,9,14,16,25,26,翔,哲,翔,翔,哲,哲,eval,哲,0.5,0.5,0.0043
優花と大輔はレストランで修理をしていた。大輔は近くにあったスナックを掴み、,671,1,1,3,4,6,13,15,25,26,大,優,大,大,優,優,eval,優,0.2871,0.2871,0.025
オフィスで翼と翔太が買い物をしていた。翔太は素敵なスナックを購入し、,263,1,5,6,7,9,14,16,25,26,翔,翼,翔,翔,翼,翼,ablation,翼,0.3984,0.3984,0.0082
山で一輝と結衣が買い物をしていた。結衣は素敵な骨を購入し、,282,1,3,5,6,8,13,15,22,23,結,一,結,結,一,一,ablation,一,0.4512,0.4512,0.0271
山で美月と一輝が練習していた。一輝はバスケットボールをキャッチすると、力強く,355,1,3,5,6,8,13,15,25,26,一,美,一,一,美,美,ablation,投,0.1582,0.0016,0.0177
剛と翔太が学校で席に着いた。翔太は熱いキスを持ってきて、,385,1,1,2,3,5,13,15,22,23,翔,剛,翔,翔,剛,剛,ablation,剛,0.0752,0.0752,0.0229
店で美月と翔太が歩いていたとき、翔太は珍しいバスケットボールを見つけ、すぐに,147,1,3,5,6,8,13,15,23,24,翔,美,翔,翔,美,美,ablation,美,0.4453,0.4453,0.0284
愛と拓也はレストランで休憩していた。拓也は携帯の画面にあるキスを表示し、,809,1,1,2,3,5,12,14,26,27,拓,愛,拓,拓,愛,愛,ablation,愛,0.7266,0.7266,0.0023
駅で結衣と大輔が買い物をしていた。大輔は素敵なバスケットボールを購入し、,275,1,4,6,7,9,14,16,25,26,大,結,大,大,結,結,ablation,結,0.8945,0.8945,0.0175
家で愛と大輔が本棚を見ていた。大輔は面白そうな指輪を選び、,624,1,3,4,5,7,13,15,22,23,大,愛,大,大,愛,愛,ablation,家,0.3613,0.0432,0.0192
駅で健太と大輔が歩いていたとき、大輔は珍しい飲み物を見つけ、すぐに,206,1,4,6,7,9,14,16,23,24,大,健,大,大,健,健,ablation,健,0.2236,0.2236,0.0303
レストランで健太と大輔が準備をしていた。大輔は余分なキスを持っていたので、,737,1,3,5,6,8,13,15,24,25,大,健,大,大,健,健,ablation,健,0.334,0.334,0.031
レストランで和也と葵が帰り支度をしていた。葵は車のバスケットボールを見つけ、,883,1,3,5,6,7,14,15,22,23,葵,和,葵,葵,和,和,ablation,和,0.1602,0.1602,0.0015
駅でさくらと愛が歩いていたとき、愛は珍しい骨を見つけ、すぐに,202,1,4,7,8,9,14,15,21,22,愛,さ,愛,愛,さ,さ,ablation,�,0.3984,0.0128,0.0255
学校で美優と大輔が乾杯しようとしていた。大輔は冷えたバスケットボールを開け、,1035,1,3,5,6,8,15,17,25,26,大,美,大,大,美,美,ablation,美,0.4336,0.4336,0.0058
家で一輝と美優が練習していた。美優はキスをキャッチすると、力強く,337,1,3,5,6,8,13,15,24,25,美,一,美,美,一,一,ablation,キ,0.0381,0.0132,0.0359
学校の隅で葵と達也が二人きりだった。達也は衝撃的なスナックを知り、こっそりと,535,1,5,6,7,9,15,17,33,34,達,葵,達,達,葵,葵,ablation,葵,0.3672,0.3672,0.0067
家で蓮と結衣が仕事をしていた。結衣は新しいバスケットボールを作成し、その内容を,483,1,3,4,5,7,11,13,24,25,結,蓮,結,結,蓮,蓮,ablation,家,0.0518,0.0378,0.0026
