prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
店の隅で美月と翔太が二人きりだった。翔太は衝撃的なスナックを知り、こっそりと,511,1,5,7,8,10,16,18,35,翔,美,翔,翔,美,美,ablation,美,0.248,0.248,0.0149
学校で拓也と結衣が仕事をしていた。結衣は新しい飲み物を作成し、その内容を,462,1,3,5,6,8,12,14,25,結,拓,結,結,拓,拓,ablation,拓,0.1475,0.1475,0.0006
葵と結衣が店で席に着いた。結衣は熱いコンピューターを持ってきて、,364,1,1,2,3,5,13,15,25,結,葵,結,結,葵,葵,ablation,葵,0.2773,0.2773,0.001
拓也と健太は山で修理をしていた。健太は近くにあったネックレスを掴み、,717,1,1,3,4,6,13,15,26,健,拓,健,健,拓,拓,ablation,拓,0.5391,0.5391,0.0027
病院で愛と結衣が話していた。結衣は指輪を取り出すと、,32,1,4,5,6,8,12,14,21,結,愛,結,結,愛,愛,ablation,愛,0.0562,0.0562,0.0234
家で美月と亮が乾杯しようとしていた。亮は冷えたスナックを開け、,1063,1,3,5,6,7,14,15,24,亮,美,亮,亮,美,美,ablation,美,0.3242,0.3242,0.0002
美咲と翔太は家の図書館にいた。翔太は借りていたキスを読み終え、,985,1,1,4,5,7,16,18,28,翔,美,翔,翔,美,美,ablation,美,0.5703,0.5703,0.0016
店で愛と結衣が話していた。結衣はスナックを取り出すと、,7,1,3,4,5,7,11,13,21,結,愛,結,結,愛,愛,ablation,店,0.1309,0.0698,0.0114
店で亮と陽菜が話していた。陽菜はキスを取り出すと、,1,1,3,4,5,7,11,13,20,陽,亮,陽,陽,亮,亮,circuit,亮,0.2314,0.2314,0.0048
翼と健太は家で休憩していた。健太は携帯の画面にあるバスケットボールを表示し、,843,1,1,2,3,5,12,14,28,健,翼,健,健,翼,翼,ablation,翼,0.6094,0.6094,0.0012
七海と達也は学校の図書館にいた。達也は借りていたコンピューターを読み終え、,964,1,1,3,4,6,16,18,30,達,七,達,達,七,七,ablation,七,0.5,0.5,0.0043
亮と結衣が家で席に着いた。結衣は熱いバスケットボールを持ってきて、,411,1,1,2,3,5,13,15,24,結,亮,結,結,亮,亮,ablation,亮,0.2773,0.2773,0.0008
達也と拓也は山にいた。拓也は落ちていた指輪を拾い、,136,1,1,3,4,6,11,13,22,拓,達,拓,拓,達,達,ablation,達,0.4531,0.4531,0.0005
家で涼太と葵が帰り支度をしていた。葵は車のスナックを見つけ、,919,1,3,5,6,7,14,15,23,葵,涼,葵,葵,涼,涼,ablation,家,0.0869,0.0598,0.0081
病院で葵と一輝が買い物をしていた。一輝は素敵な骨を購入し、,250,1,4,5,6,8,13,15,23,一,葵,一,一,葵,葵,ablation,葵,0.6562,0.6562,0.0113
病院で拓也と陽菜が準備をしていた。陽菜は余分なネックレスを持っていたので、,757,1,4,6,7,9,14,16,27,陽,拓,陽,陽,拓,拓,ablation,拓,0.1416,0.1416,0.0192
オフィスで七海と愛が買い物をしていた。愛は素敵なキスを購入し、,257,1,5,7,8,9,14,15,24,愛,七,愛,愛,七,七,ablation,七,0.6758,0.6758,0.004
美優と翔太は駅にいた。翔太は落ちていた飲み物を拾い、,134,1,1,3,4,6,12,14,23,翔,美,翔,翔,美,美,ablation,美,0.582,0.582,0.0035
家で剛と哲也が準備をしていた。哲也は余分な骨を持っていたので、,770,1,3,4,5,7,12,14,23,哲,剛,哲,哲,剛,剛,circuit,家,0.0957,0.0122,0.0045
亮と翔太は庭で修理をしていた。翔太は近くにあったスナックを掴み、,663,1,1,2,3,5,12,14,25,翔,亮,翔,翔,亮,亮,ablation,亮,0.0674,0.0674,0.0339
庭の隅で陽菜と翔太が二人きりだった。翔太は衝撃的な指輪を知り、こっそりと,512,1,5,7,8,10,16,18,34,翔,陽,翔,翔,陽,陽,eval,庭,0.2021,0.051,0.0065
亮と拓也は学校で休憩していた。拓也は携帯の画面にあるキスを表示し、,817,1,1,2,3,5,12,14,27,拓,亮,拓,拓,亮,亮,circuit,亮,0.5898,0.5898,0.0027
庭で涼太と陽菜が本棚を見ていた。陽菜は面白そうなスナックを選び、,591,1,3,5,6,8,14,16,25,陽,涼,陽,陽,涼,涼,eval,涼,0.2012,0.2012,0.0065
学校で優菜と陽菜が歩いていたとき、陽菜は珍しい骨を見つけ、すぐに,170,1,3,5,6,8,13,15,22,陽,優,陽,陽,優,優,circuit,優,0.5312,0.5312,0.0206
さくらと亮は店にいた。亮は落ちていた飲み物を拾い、,78,1,1,4,5,6,11,12,21,亮,さ,亮,亮,さ,さ,ablation,さ,0.6836,0.6836,0.0008
結衣と翔太は家で休憩していた。翔太は携帯の画面にあるキスを表示し、,841,1,1,3,4,6,13,15,28,翔,結,翔,翔,結,結,ablation,結,0.8242,0.8242,0.003
学校で七海と美優が買い物をしていた。美優は素敵なネックレスを購入し、,245,1,3,5,6,8,13,15,25,美,七,美,美,七,七,eval,七,0.7305,0.7305,0.032
庭で亮と大輔が仕事をしていた。大輔は新しい骨を作成し、その内容を,442,1,3,4,5,7,11,13,23,大,亮,大,大,亮,亮,ablation,亮,0.1758,0.1758,0.0198
家で葵と大輔が練習していた。大輔は飲み物をキャッチすると、力強く,342,1,3,4,5,7,12,14,24,大,葵,大,大,葵,葵,ablation,投,0.1396,0.0033,0.0045
オフィスで亮と拓也が歩いていたとき、拓也は珍しいスナックを見つけ、すぐに,191,1,5,6,7,9,14,16,25,拓,亮,拓,拓,亮,亮,ablation,亮,0.7266,0.7266,0.0002
店で亮と健太が練習していた。健太はコンピューターをキャッチすると、力強く,292,1,3,4,5,7,12,14,26,健,亮,健,健,亮,亮,ablation,、,0.0549,0.0005,0.0012
庭で哲也と翔太が帰り支度をしていた。翔太は車のキスを見つけ、,873,1,3,5,6,8,15,17,24,翔,哲,翔,翔,哲,哲,ablation,庭,0.2871,0.0172,0.0087
翼と大輔は店の図書館にいた。大輔は借りていたバスケットボールを読み終え、,939,1,1,2,3,5,15,17,28,大,翼,大,大,翼,翼,eval,翼,0.3203,0.3203,0.0085
家で美月と大輔が話していた。大輔は骨を取り出すと、,50,1,3,5,6,8,12,14,20,大,美,大,大,美,美,ablation,美,0.3223,0.3223,0.022
駅で彩と美月が帰り支度をしていた。美月は車の飲み物を見つけ、,926,1,4,5,6,8,15,17,24,美,彩,美,美,彩,彩,ablation,彩,0.4004,0.4004,0.02
店で直人と美咲が帰り支度をしていた。美咲は車のコンピューターを見つけ、,868,1,3,5,5,8,15,18,27,美,直,美,美,直,直,ablation,直,0.1973,0.1973,0.0081
健太と大輔が店で席に着いた。大輔は熱いネックレスを持ってきて、,365,1,1,3,4,6,14,16,25,大,健,大,大,健,健,ablation,健,0.498,0.498,0.0071
山の隅で剛と美月が二人きりだった。美月は衝撃的なコンピューターを知り、こっそりと,572,1,5,6,7,9,15,17,35,美,剛,美,美,剛,剛,ablation,山,0.1196,0.0322,0.0344
愛と大輔は店で修理をしていた。大輔は近くにあったスナックを掴み、,655,1,1,2,3,5,12,14,25,大,愛,大,大,愛,愛,eval,愛,0.3672,0.3672,0.0496
山で直樹と愛が歩いていたとき、愛は珍しいコンピューターを見つけ、すぐに,212,1,3,5,6,7,12,13,23,愛,直,愛,愛,直,直,ablation,山,0.1592,0.0801,0.0216
拓也と結衣が駅で席に着いた。結衣は熱いコンピューターを持ってきて、,420,1,1,3,4,6,15,17,27,結,拓,結,結,拓,拓,ablation,拓,0.3906,0.3906,0.0003
オフィスの隅で結衣と健太が二人きりだった。健太は衝撃的なバスケットボールを知り、こっそりと,547,1,7,9,10,12,18,20,37,健,結,健,健,結,結,circuit,結,0.1768,0.1768,0.0271
庭で涼太と一輝が買い物をしていた。一輝は素敵なキスを購入し、,225,1,3,5,6,8,13,15,24,一,涼,一,一,涼,涼,ablation,涼,0.2832,0.2832,0.0339
陸と優菜が庭で席に着いた。優菜は熱い飲み物を持ってきて、,374,1,1,2,3,5,13,15,23,優,陸,優,優,陸,陸,ablation,陸,0.2637,0.2637,0.0096
家で達也と大輔が話していた。大輔はスナックを取り出すと、,55,1,3,5,6,8,12,14,22,大,達,大,大,達,達,ablation,家,0.1406,0.0801,0.019
レストランで和也と大輔が乾杯しようとしていた。大輔は冷えたバスケットボールを開け、,1027,1,3,5,6,8,15,17,26,大,和,大,大,和,和,ablation,和,0.1387,0.1387,0.0065
庭で健太と大輔が準備をしていた。大輔は余分なバスケットボールを持っていたので、,731,1,3,5,6,8,13,15,26,大,健,大,大,健,健,ablation,庭,0.2031,0.1021,0.0275
庭の隅で哲也と陽菜が二人きりだった。陽菜は衝撃的な飲み物を知り、こっそりと,518,1,5,7,8,10,16,18,34,陽,哲,陽,陽,哲,哲,ablation,哲,0.1592,0.1592,0.0048
病院で美優と拓也が歩いていたとき、拓也は珍しい飲み物を見つけ、すぐに,182,1,4,6,7,9,14,16,24,拓,美,拓,拓,美,美,eval,美,0.3047,0.3047,0.0266
愛と結衣は家で修理をしていた。結衣は近くにあった指輪を掴み、,696,1,1,2,3,5,12,14,24,結,愛,結,結,愛,愛,circuit,愛,0.5586,0.5586,0.0045
オフィスで直樹と愛が乾杯しようとしていた。愛は冷えた指輪を開け、,1048,1,5,7,8,9,16,17,25,愛,直,愛,愛,直,直,ablation,指,0.126,0.126,0.0028
家で拓也と陽菜が話していた。陽菜はキスを取り出すと、,49,1,3,5,6,8,12,14,21,陽,拓,陽,陽,拓,拓,ablation,拓,0.0957,0.0957,0.02
病院で陸と拓也が仕事をしていた。拓也は新しいキスを作成し、その内容を,465,1,4,5,6,8,12,14,25,拓,陸,拓,拓,陸,陸,ablation,病,0.2393,0.0442,0.0012
駅で美優と健太が練習していた。健太はコンピューターをキャッチすると、力強く,348,1,4,6,7,9,14,16,28,健,美,健,健,美,美,ablation,、,0.0417,0.0027,0.0013
病院で葵と七海が乾杯しようとしていた。七海は冷えたネックレスを開け、,1045,1,4,5,6,8,15,17,26,七,葵,七,七,葵,葵,ablation,葵,0.207,0.207,0.0029
オフィスで大輔と翔太が乾杯しようとしていた。翔太は冷えたキスを開け、,1049,1,5,7,8,10,17,19,27,翔,大,翔,翔,大,大,ablation,大,0.2305,0.2305,0.0001
家の隅で直樹と翔太が二人きりだった。翔太は衝撃的なコンピューターを知り、こっそりと,556,1,4,6,7,9,15,17,35,翔,直,翔,翔,直,直,eval,家,0.1553,0.1289,0.0112
駅で優花と美月が準備をしていた。美月は余分なスナックを持っていたので、,783,1,4,6,7,9,14,16,27,美,優,美,美,優,優,ablation,優,0.2539,0.2539,0.0415
七海と亮はレストランの図書館にいた。亮は借りていた飲み物を読み終え、,958,1,1,3,4,5,15,16,26,亮,七,亮,亮,七,七,ablation,七,0.3691,0.3691,0.0
店で聡と陽菜が仕事をしていた。陽菜は新しいキスを作成し、その内容を,433,1,3,5,6,8,12,14,25,陽,�,陽,陽,�,�,ablation,�,0.3145,0.0,0.0095
駅で美月と健太が仕事をしていた。健太は新しい指輪を作成し、その内容を,488,1,4,6,7,9,13,15,26,健,美,健,健,美,美,eval,美,0.5703,0.5703,0.0126
葵と結衣は店にいた。結衣は落ちていた指輪を拾い、,72,1,1,2,3,5,10,12,21,結,葵,結,結,葵,葵,ablation,葵,0.3789,0.3789,0.004
店で哲也と大輔が話していた。大輔は骨を取り出すと、,2,1,3,5,6,8,12,14,20,大,哲,大,大,哲,哲,circuit,店,0.1318,0.0801,0.0115
店で葵と健太が乾杯しようとしていた。健太は冷えたネックレスを開け、,1013,1,3,4,5,7,14,16,25,健,葵,健,健,葵,葵,ablation,葵,0.0623,0.0623,0.0005
直樹と哲也は学校で休憩していた。哲也は携帯の画面にある指輪を表示し、,816,1,1,3,4,6,13,15,28,哲,直,哲,哲,直,直,eval,直,0.4688,0.4688,0.0036
レストランで楓と拓也が仕事をしていた。拓也は新しいバスケットボールを作成し、その内容を,451,1,3,5,6,8,12,14,26,拓,�,拓,拓,�,�,ablation,店,0.0211,0.0,0.0008
レストランで亮と陽菜が本棚を見ていた。陽菜は面白そうなバスケットボールを選び、,595,1,3,4,5,7,13,15,24,陽,亮,陽,陽,亮,亮,ablation,亮,0.5039,0.5039,0.0053
家で葵と陽菜が買い物をしていた。陽菜は素敵なコンピューターを購入し、,268,1,3,4,5,7,12,14,25,陽,葵,陽,陽,葵,葵,circuit,葵,0.5352,0.5352,0.0025
オフィスで一輝と美優が練習していた。美優はバスケットボールをキャッチすると、力強く,331,1,5,7,8,10,15,17,28,美,一,美,美,一,一,ablation,投,0.0649,0.0186,0.0013
涼太と愛が店で席に着いた。愛は熱いスナックを持ってきて、,367,1,1,3,4,5,13,14,23,愛,涼,愛,愛,涼,涼,eval,涼,0.832,0.832,0.0011
七海と陽菜は駅の図書館にいた。陽菜は借りていたバスケットボールを読み終え、,995,1,1,3,4,6,17,19,30,陽,七,陽,陽,七,七,ablation,七,0.4277,0.4277,0.0017
一輝と健太は駅で修理をしていた。健太は近くにあったバスケットボールを掴み、,707,1,1,3,4,6,14,16,27,健,一,健,健,一,一,ablation,一,0.3262,0.3262,0.0009
葵と健太は病院で修理をしていた。健太は近くにあったネックレスを掴み、,685,1,1,2,3,5,13,15,26,健,葵,健,健,葵,葵,circuit,葵,0.3184,0.3184,0.0018
学校で和也と拓也が歩いていたとき、拓也は珍しい骨を見つけ、すぐに,170,1,3,5,6,8,13,15,22,拓,和,拓,拓,和,和,ablation,和,0.3926,0.3926,0.0013
オフィスで里奈と達也が歩いていたとき、達也は珍しい指輪を見つけ、すぐに,184,1,5,7,8,10,15,17,25,達,里,達,達,里,里,ablation,里,0.1611,0.1611,0.0011
山で彩と拓也が仕事をしていた。拓也は新しいネックレスを作成し、その内容を,501,1,3,4,5,7,11,13,25,拓,彩,拓,拓,彩,彩,ablation,山,0.3164,0.1807,0.0012
優花と大輔が病院で席に着いた。大輔は熱い骨を持ってきて、,394,1,1,3,4,6,15,17,24,大,優,大,大,優,優,ablation,優,0.4707,0.4707,0.0098
学校の隅で未来と拓也が二人きりだった。拓也は衝撃的なバスケットボールを知り、こっそりと,531,1,5,6,7,9,15,17,34,拓,未来,拓,拓,未来,未来,ablation,学校,0.0762,0.0522,0.0219
家で健太と大輔が準備をしていた。大輔は余分なバスケットボールを持っていたので、,771,1,3,5,6,8,13,15,26,大,健,大,大,健,健,circuit,健,0.1426,0.1426,0.0233
庭で拓也と陽菜が本棚を見ていた。陽菜は面白そうな骨を選び、,586,1,3,5,6,8,14,16,23,陽,拓,陽,陽,拓,拓,ablation,拓,0.1631,0.1631,0.0041
愛と陽菜が駅で席に着いた。陽菜は熱い飲み物を持ってきて、,422,1,1,2,3,5,14,16,24,陽,愛,陽,陽,愛,愛,ablation,愛,0.4453,0.4453,0.0039
拓也と大輔は家で修理をしていた。大輔は近くにあった骨を掴み、,698,1,1,3,4,6,13,15,24,大,拓,大,大,拓,拓,ablation,拓,0.6875,0.6875,0.0028
レストランでさくらと愛が乾杯しようとしていた。愛は冷えたネックレスを開け、,1029,1,3,6,7,8,15,16,25,愛,さ,愛,愛,さ,さ,ablation,さ,0.1074,0.1074,0.0054
七海と健太はレストランで修理をしていた。健太は近くにあった骨を掴み、,666,1,1,3,4,6,13,15,24,健,七,健,健,七,七,ablation,七,0.2852,0.2852,0.0076
翼と結衣は庭で修理をしていた。結衣は近くにあった飲み物を掴み、,662,1,1,2,3,5,12,14,24,結,翼,結,結,翼,翼,eval,翼,0.5039,0.5039,0.0013
レストランで陸と里奈が買い物をしていた。里奈は素敵なバスケットボールを購入し、,235,1,3,4,5,7,12,14,24,里,陸,里,里,陸,陸,eval,陸,0.3945,0.3945,0.0005
山の隅で彩と美月が二人きりだった。美月は衝撃的なスナックを知り、こっそりと,575,1,5,6,7,9,15,17,34,美,彩,美,美,彩,彩,ablation,彩,0.2305,0.2305,0.0311
山で美優と結衣が準備をしていた。結衣は余分なコンピューターを持っていたので、,788,1,3,5,6,8,13,15,27,結,美,結,結,美,美,ablation,山,0.2451,0.1157,0.0547
山で健太と大輔が準備をしていた。大輔は余分な飲み物を持っていたので、,790,1,3,5,6,8,13,15,25,大,健,大,大,健,健,ablation,山,0.2715,0.0645,0.0322
レストランで七海と翔太が買い物をしていた。翔太は素敵なネックレスを購入し、,237,1,3,5,6,8,13,15,25,翔,七,翔,翔,七,七,ablation,七,0.6992,0.6992,0.0017
庭で優花と亮が話していた。亮はキスを取り出すと、,9,1,3,5,6,7,11,12,19,亮,優,亮,亮,優,優,ablation,優,0.2578,0.2578,0.0044
涼太と達也は庭にいた。達也は落ちていたコンピューターを拾い、,84,1,1,3,4,6,11,13,24,達,涼,達,達,涼,涼,ablation,涼,0.8047,0.8047,0.0001
店で拓也と大輔が帰り支度をしていた。大輔は車の骨を見つけ、,866,1,3,5,6,8,15,17,23,大,拓,大,大,拓,拓,ablation,店,0.1895,0.0698,0.0114
哲也と健太は山の図書館にいた。健太は借りていた指輪を読み終え、,1000,1,1,3,4,6,16,18,28,健,哲,健,健,哲,哲,ablation,哲,0.4727,0.4727,0.0003
結衣と健太は店にいた。健太は落ちていたキスを拾い、,73,1,1,3,4,6,11,13,22,健,結,健,健,結,結,eval,結,0.793,0.793,0.0006
庭で蓮と翔太が話していた。翔太は指輪を取り出すと、,8,1,3,4,5,7,11,13,20,翔,蓮,翔,翔,蓮,蓮,ablation,庭,0.0811,0.0359,0.0075
