prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
駅で誠と真央が乾杯しようとしていた。雄大は冷えたコンピューターを開け、,1068,1,4,5,6,8,15,17,27,一,花,一,一,花,花,ablation,真,0.0664,0.0002,0.0048
庭で和也と直樹が歩いていたとき、大樹は珍しい骨を見つけ、すぐに,154,1,3,5,6,8,13,15,22,翔,大,翔,翔,大,大,ablation,和,0.0547,0.0243,0.0
店で一輝と優花が本棚を見ていた。真央は面白そうなスナックを選び、,583,1,3,5,6,8,14,16,25,達,七,達,達,七,七,ablation,店,0.1289,0.0002,0.0001
店で陸と杏奈が本棚を見ていた。千尋は面白そうなネックレスを選び、,581,1,3,4,5,7,13,15,24,大,翼,大,大,翼,翼,ablation,店,0.1738,0.0,0.001
オフィスで直樹と優菜が買い物をしていた。雄大は素敵な指輪を購入し、,256,1,5,7,8,10,15,17,26,美,達,美,美,達,達,ablation,直,0.1719,0.0002,0.004
病院で涼太と剛が乾杯しようとしていた。修は冷えた飲み物を開け、,1046,1,4,6,7,8,15,16,24,愛,哲,愛,愛,哲,哲,ablation,二人,0.0339,0.0,0.0001
学校で杏奈と大樹が帰り支度をしていた。加奈は車のキスを見つけ、,889,1,3,5,6,8,15,17,24,美,優,美,美,優,優,ablation,大,0.0776,0.0006,0.001
学校で哲也と涼太が練習していた。里奈はネックレスをキャッチすると、力強く,317,1,3,5,6,8,13,15,26,翔,大,翔,翔,大,大,ablation,振り,0.0413,0.0003,0.0001
山の隅で美月と彩が二人きりだった。千尋は衝撃的な飲み物を知り、こっそりと,574,1,5,7,8,9,15,17,33,翔,愛,翔,翔,愛,愛,circuit,美,0.1138,0.0009,0.0
一輝と美羽が病院で席に着いた。遥は熱いキスを持ってきて、,393,1,1,3,4,6,15,16,24,拓,亮,拓,拓,亮,亮,ablation,一,0.0981,0.0001,0.0
和也と涼太は学校にいた。遥は落ちていたネックレスを拾い、,101,1,1,3,4,6,11,12,22,翔,亮,翔,翔,亮,亮,ablation,和,0.0688,0.0001,0.0004
家で陸と千尋が話していた。加奈は骨を取り出すと、,50,1,3,4,5,7,11,13,19,健,葵,健,健,葵,葵,ablation,千,0.1514,0.0,0.0001
庭で達也と隼人が仕事をしていた。真央は新しい飲み物を作成し、その内容を,446,1,3,5,6,8,11,13,24,健,未来,健,健,未来,未来,ablation,真,0.1001,0.0,0.0001
レストランで杏奈と裕太が仕事をしていた。真央は新しいスナックを作成し、その内容を,455,1,3,5,6,8,12,14,26,陽,拓,陽,陽,拓,拓,ablation,裕,0.3105,0.0001,0.0001
智也と千尋がレストランで席に着いた。大樹は熱いコンピューターを持ってきて、,380,1,1,3,4,6,14,16,26,七,優,七,七,優,優,eval,千,0.0461,0.0006,0.0001
達也と美月は学校で修理をしていた。優花は近くにあったネックレスを掴み、,677,1,1,3,4,6,13,15,26,大,健,大,大,健,健,ablation,美,0.063,0.0001,0.0017
美羽と光は山で休憩していた。加奈は携帯の画面にあるキスを表示し、,857,1,1,3,4,5,12,14,27,涼,剛,涼,涼,剛,剛,ablation,美,0.2832,0.0,0.0001
達也と大樹が家で席に着いた。加奈は熱いコンピューターを持ってきて、,412,1,1,3,4,6,14,16,26,拓,美,拓,拓,美,美,ablation,達,0.054,0.0002,0.0
美月と隼人は駅で休憩していた。杏奈は携帯の画面にある飲み物を表示し、,854,1,1,3,4,6,13,15,28,陽,直,陽,陽,直,直,ablation,美,0.2178,0.0005,0.0002
優菜と陸がオフィスで席に着いた。雄大は熱い指輪を持ってきて、,400,1,1,3,4,5,15,17,25,陽,翼,陽,陽,翼,翼,ablation,優,0.4297,0.0001,0.0003
結衣と優菜はオフィスで休憩していた。千尋は携帯の画面にあるネックレスを表示し、,837,1,1,3,4,6,15,17,31,翔,健,翔,翔,健,健,ablation,結,0.3594,0.0,0.0
駅で直樹と聡が本棚を見ていた。加奈は面白そうなコンピューターを選び、,636,1,4,6,1,3,15,17,27,美,�,美,美,�,�,ablation,直,0.1001,0.0,0.0006
店で美羽と蓮が仕事をしていた。雄大は新しいスナックを作成し、その内容を,439,1,3,5,6,7,11,13,25,亮,さ,亮,亮,さ,さ,ablation,店,0.1729,0.0006,0.0
山で涼太と遥が仕事をしていた。加奈は新しいスナックを作成し、その内容を,503,1,3,5,6,7,11,13,25,哲,葵,哲,哲,葵,葵,ablation,山,0.3223,0.0,0.0
家で翼と杏奈が歩いていたとき、加奈は珍しい指輪を見つけ、すぐに,192,1,3,4,5,7,12,14,22,拓,愛,拓,拓,愛,愛,eval,加,0.0815,0.0009,0.0
学校で優花と彩が練習していた。花はキスをキャッチすると、力強く,313,1,3,5,6,7,4,5,23,亮,達,亮,亮,達,達,ablation,キ,0.0605,0.0,0.0
翼と美羽はオフィスで修理をしていた。裕太は近くにあったスナックを掴み、,695,1,1,2,3,5,14,16,27,結,葵,結,結,葵,葵,eval,お,0.0226,0.0,0.0003
一輝と美月は学校にいた。智也は落ちていたネックレスを拾い、,101,1,1,3,4,6,11,13,23,拓,七,拓,拓,七,七,ablation,美,0.1118,0.0002,0.0
病院で誠と真央が仕事をしていた。加奈は新しいネックレスを作成し、その内容を,469,1,4,5,6,8,12,14,26,七,翼,七,七,翼,翼,ablation,真,0.2363,0.0,0.0
病院で直樹と花が帰り支度をしていた。蓮は車の指輪を見つけ、,896,1,4,6,7,8,15,16,23,亮,七,亮,亮,七,七,ablation,直,0.126,0.0001,0.0
オフィスで涼太と優花が仕事をしていた。誠は新しいネックレスを作成し、その内容を,477,1,5,7,8,10,14,15,27,拓,翼,拓,拓,翼,翼,ablation,涼,0.1846,0.0,0.0
山で杏奈と千尋が話していた。光はスナックを取り出すと、,71,1,3,5,6,8,12,13,21,一,陸,一,一,陸,陸,ablation,杏,0.0483,0.0,0.0095
庭で里奈と美羽が仕事をしていた。花は新しいバスケットボールを作成し、その内容を,443,1,3,5,6,8,12,13,25,哲,彩,哲,哲,彩,彩,ablation,美,0.1021,0.0,0.0
店で智也と蓮が準備をしていた。光は余分なバスケットボールを持っていたので、,723,1,3,5,6,7,12,13,24,翼,優,翼,翼,優,優,eval,店,0.0933,0.0004,0.0
病院で彩と里奈が本棚を見ていた。美羽は面白そうな指輪を選び、,608,1,4,5,6,8,14,16,24,健,亮,健,健,亮,亮,circuit,彩,0.168,0.0,0.0001
剛と陸はオフィスで修理をしていた。大樹は近くにあったコンピューターを掴み、,692,1,1,2,3,4,13,15,27,亮,美,亮,亮,美,美,ablation,修理,0.0732,0.0001,0.0
里奈と裕太はレストランにいた。誠は落ちていた飲み物を拾い、,94,1,1,3,4,6,11,12,21,大,愛,大,大,愛,愛,ablation,裕,0.1084,0.0003,0.0012
山で里奈と真央が乾杯しようとしていた。修は冷えたスナックを開け、,1079,1,3,5,6,8,15,16,25,陽,愛,陽,陽,愛,愛,ablation,真,0.064,0.0003,0.0002
千尋と裕太は家にいた。大樹は落ちていたバスケットボールを拾い、,123,1,1,3,4,6,11,13,23,翔,直,翔,翔,直,直,eval,千,0.1543,0.0001,0.0002
千尋と誠は庭で休憩していた。加奈は携帯の画面にあるスナックを表示し、,807,1,1,3,4,5,12,14,28,美,花,美,美,花,花,circuit,千,0.1748,0.0013,0.0006
直樹と彩は庭で休憩していた。優菜は携帯の画面にある飲み物を表示し、,806,1,1,3,4,5,12,14,27,翔,翼,翔,翔,翼,翼,ablation,直,0.1738,0.0,0.0
駅で達也と美月が仕事をしていた。誠は新しいネックレスを作成し、その内容を,493,1,4,6,7,9,13,14,26,結,愛,結,結,愛,愛,ablation,美,0.2324,0.0013,0.0004
庭で一輝と美羽が仕事をしていた。雄大は新しいスナックを作成し、その内容を,447,1,3,5,6,8,12,14,26,翔,美,翔,翔,美,美,ablation,美,0.1357,0.1357,0.0
美月と和也はレストランにいた。彩は落ちていた骨を拾い、,90,1,1,3,4,6,11,12,20,陽,愛,陽,陽,愛,愛,ablation,美,0.1582,0.0005,0.0002
病院で涼太と優菜が乾杯しようとしていた。大樹は冷えた骨を開け、,1042,1,4,6,7,9,16,18,25,健,一,健,健,一,一,ablation,その,0.0275,0.0095,0.0002
優菜と千尋はレストランで修理をしていた。遥は近くにあったキスを掴み、,665,1,1,3,4,6,13,14,24,哲,剛,哲,哲,剛,剛,ablation,その,0.0289,0.0,0.0
店で里奈と蓮が乾杯しようとしていた。加奈は冷えた骨を開け、,1010,1,3,5,6,7,14,16,23,涼,剛,涼,涼,剛,剛,eval,里,0.0308,0.0,0.0007
一輝と花が学校で席に着いた。大樹は熱いスナックを持ってきて、,391,1,1,3,4,5,13,15,24,陽,愛,陽,陽,愛,愛,circuit,一,0.1133,0.0009,0.0004
病院で隼人と裕太が歩いていたとき、香織は珍しい飲み物を見つけ、すぐに,182,1,4,6,6,8,13,16,24,大,七,大,大,七,七,ablation,飲,0.2324,0.0,0.0007
美月と美羽は店で修理をしていた。大樹は近くにあったバスケットボールを掴み、,651,1,1,3,1,3,13,15,26,哲,一,哲,哲,一,一,ablation,美,0.123,0.0089,0.0
オフィスで優花と美羽が歩いていたとき、智也は珍しい飲み物を見つけ、すぐに,190,1,5,7,8,10,15,17,25,結,美,結,結,美,美,ablation,美,0.0552,0.0552,0.0007
オフィスで涼太と優花が話していた。智也は飲み物を取り出すと、,46,1,5,7,8,10,14,16,23,結,哲,結,結,哲,哲,ablation,涼,0.1328,0.0,0.0003
店で彩と優菜が準備をしていた。光は余分なスナックを持っていたので、,727,1,3,4,5,7,12,13,24,翼,美,翼,翼,美,美,ablation,店,0.0737,0.0013,0.0
直樹と優菜は家で休憩していた。美羽は携帯の画面にある骨を表示し、,842,1,1,3,4,6,13,15,27,陽,結,陽,陽,結,結,ablation,直,0.1523,0.0011,0.0002
駅の隅で智也と裕太が二人きりだった。光は衝撃的なスナックを知り、こっそりと,567,1,6,8,9,11,17,18,35,拓,陸,拓,拓,陸,陸,ablation,二人,0.1377,0.0,0.0001
隼人と聡はレストランにいた。千尋は落ちていた骨を拾い、,90,1,1,3,3,5,10,12,20,一,剛,一,一,剛,剛,circuit,二人,0.0197,0.0,0.005
学校の隅で誠と大樹が二人きりだった。光は衝撃的なコンピューターを知り、こっそりと,532,1,5,6,7,9,15,16,34,葵,涼,葵,葵,涼,涼,ablation,誠,0.1138,0.0,0.0
家で涼太と優花が話していた。美羽はスナックを取り出すと、,55,1,3,5,6,8,12,14,22,結,達,結,結,達,達,ablation,涼,0.0605,0.0,0.0002
山で七海と美月が歩いていたとき、加奈は珍しい飲み物を見つけ、すぐに,214,1,3,5,6,8,13,15,23,大,健,大,大,健,健,ablation,美,0.0879,0.0,0.0016
レストランで七海と美羽が乾杯しようとしていた。修は冷えたスナックを開け、,1031,1,3,5,6,8,15,16,25,大,亮,大,大,亮,亮,ablation,二人,0.0654,0.0,0.0024
病院の隅で陸と加奈が二人きりだった。雄大は衝撃的なキスを知り、こっそりと,537,1,6,7,8,10,16,18,34,拓,剛,拓,拓,剛,剛,ablation,加,0.062,0.0,0.0
庭で美優と一輝が仕事をしていた。剛は新しい飲み物を作成し、その内容を,446,1,3,5,6,8,12,13,24,健,亮,健,健,亮,亮,ablation,美,0.1592,0.0,0.0001
レストランで翼と蓮が買い物をしていた。真央は素敵なコンピューターを購入し、,236,1,3,4,5,6,11,13,24,亮,哲,亮,亮,哲,哲,circuit,翼,0.1128,0.0,0.0001
美月と里奈は病院で休憩していた。加奈は携帯の画面にある飲み物を表示し、,830,1,1,3,4,6,14,16,29,翔,哲,翔,翔,哲,哲,ablation,美,0.1758,0.0,0.0
オフィスで涼太と直樹が本棚を見ていた。智也は面白そうな指輪を選び、,616,1,5,7,8,10,16,18,26,大,和,大,大,和,和,eval,涼,0.0991,0.0006,0.0018
山で直樹と誠が本棚を見ていた。大樹は面白そうなキスを選び、,641,1,3,5,6,7,13,15,23,翔,翼,翔,翔,翼,翼,circuit,誠,0.375,0.0,0.0
涼太と隼人が庭で席に着いた。里奈は熱いコンピューターを持ってきて、,372,1,1,3,4,6,13,15,25,結,未来,結,結,未来,未来,ablation,涼,0.2676,0.0,0.0003
裕太と加奈は店で修理をしていた。雄大は近くにあったコンピューターを掴み、,652,1,1,3,4,6,13,15,27,結,千,結,結,千,千,ablation,裕,0.1201,0.0001,0.0001
レストランで剛と優菜が練習していた。美穂はネックレスをキャッチすると、力強く,309,1,3,4,5,7,12,15,26,美,�,美,美,�,�,circuit,手,0.0309,0.0,0.002
家で蓮と大樹が歩いていたとき、雄大は珍しい飲み物を見つけ、すぐに,198,1,3,4,5,7,12,14,22,陽,葵,陽,陽,葵,葵,ablation,飲,0.2432,0.0,0.0
家で美月と美羽が買い物をしていた。大樹は素敵な指輪を購入し、,264,1,3,5,3,5,13,15,24,陽,美,陽,陽,美,美,ablation,美,0.1797,0.1797,0.0001
店で陸と智也が帰り支度をしていた。裕太は車のキスを見つけ、,865,1,3,4,5,7,14,16,23,拓,翼,拓,拓,翼,翼,ablation,陸,0.0388,0.0002,0.0001
学校で和也と涼太が話していた。千尋は飲み物を取り出すと、,30,1,3,5,6,8,12,14,21,陽,拓,陽,陽,拓,拓,ablation,和,0.1357,0.0,0.0001
店で隼人と光が話していた。香織はコンピューターを取り出すと、,4,1,3,5,5,6,10,13,22,亮,さ,亮,亮,さ,さ,ablation,店,0.0225,0.0053,0.0
病院の隅で隼人と智也が二人きりだった。香織は衝撃的なバスケットボールを知り、こっそりと,539,1,6,8,8,10,16,19,36,翔,和,翔,翔,和,和,ablation,二人,0.1084,0.0005,0.0006
大樹と修はレストランにいた。雄大は落ちていた骨を拾い、,90,1,1,3,4,5,10,12,20,涼,花,涼,涼,花,花,ablation,修,0.2363,0.0009,0.0001
美羽と杏奈は店の図書館にいた。千尋は借りていたバスケットボールを読み終え、,939,1,1,3,4,6,16,18,29,拓,優,拓,拓,優,優,ablation,美,0.126,0.0005,0.0
一輝と涼太が家で席に着いた。真央は熱い指輪を持ってきて、,408,1,1,3,4,6,14,16,24,哲,達,哲,哲,達,達,ablation,二人,0.1729,0.0001,0.0
駅の隅で達也と直樹が二人きりだった。彩は衝撃的なキスを知り、こっそりと,561,1,6,8,9,11,17,18,34,健,亮,健,健,亮,亮,ablation,達,0.0801,0.0,0.0
駅で和也と優菜が乾杯しようとしていた。雄大は冷えたスナックを開け、,1071,1,4,6,7,9,16,18,27,陽,哲,陽,陽,哲,哲,ablation,和,0.0796,0.0,0.0002
庭で優菜と杏奈が帰り支度をしていた。雄大は車の飲み物を見つけ、,878,1,3,5,6,8,15,17,24,大,美,大,大,美,美,ablation,杏,0.0212,0.0015,0.0031
裕太と遥が学校で席に着いた。大樹は熱いバスケットボールを持ってきて、,387,1,1,3,4,5,13,15,24,達,葵,達,達,葵,葵,circuit,裕,0.543,0.0,0.0001
学校で美月と智也が帰り支度をしていた。裕太は車の骨を見つけ、,890,1,3,5,6,8,15,17,23,翔,拓,翔,翔,拓,拓,ablation,美,0.1138,0.0,0.0001
駅で里奈と智也が本棚を見ていた。裕太は面白そうなネックレスを選び、,637,1,4,6,7,9,15,17,26,健,優,健,健,優,優,ablation,里,0.0811,0.0009,0.0001
庭で優菜と杏奈が乾杯しようとしていた。真央は冷えたコンピューターを開け、,1020,1,3,5,6,8,15,17,27,七,優,七,七,優,優,ablation,その,0.0198,0.0028,0.0001
店で千尋と誠が準備をしていた。大樹は余分なコンピューターを持っていたので、,724,1,3,5,6,7,12,14,26,直,彩,直,直,彩,彩,ablation,店,0.1621,0.0,0.0007
美羽と蓮は店にいた。真央は落ちていた骨を拾い、,74,1,1,3,4,5,10,12,20,達,彩,達,達,彩,彩,ablation,美,0.1367,0.0002,0.0001
山で葵と裕太が練習していた。誠はスナックをキャッチすると、力強く,359,1,3,4,5,7,12,13,24,愛,美,愛,愛,美,美,ablation,投,0.0703,0.0001,0.0001
学校で里奈と蓮が乾杯しようとしていた。修は冷えたバスケットボールを開け、,1035,1,3,5,6,7,14,15,24,剛,優,剛,剛,優,優,ablation,里,0.064,0.0002,0.0
剛と誠は山で休憩していた。雄大は携帯の画面にあるスナックを表示し、,863,1,1,2,3,4,11,13,27,翼,美,翼,翼,美,美,circuit,二人,0.063,0.0004,0.0
涼太と優花は学校で休憩していた。裕太は携帯の画面にあるネックレスを表示し、,821,1,1,3,4,6,13,15,29,大,和,大,大,和,和,ablation,優,0.3242,0.0003,0.001
山で隼人と千尋が練習していた。香織はコンピューターをキャッチすると、力強く,356,1,3,5,5,7,12,15,27,翔,優,翔,翔,優,優,ablation,飛び,0.0371,0.0015,0.0004
店で優花と大樹が乾杯しようとしていた。加奈は冷えたキスを開け、,1009,1,3,5,6,8,15,17,25,健,拓,健,健,拓,拓,ablation,乾,0.0962,0.0,0.0004
店で優菜と花が練習していた。裕太はキスをキャッチすると、力強く,289,1,3,5,6,7,12,14,24,大,亮,大,大,亮,亮,ablation,「,0.0444,0.0,0.0003
庭で智也と花が仕事をしていた。真央は新しいスナックを作成し、その内容を,447,1,3,5,6,7,11,13,25,直,剛,直,直,剛,剛,ablation,花,0.1602,0.0,0.0002
学校で直樹と優菜が歩いていたとき、里奈は珍しいバスケットボールを見つけ、すぐに,171,1,3,5,6,8,13,15,24,健,和,健,健,和,和,ablation,優,0.082,0.0001,0.0002
山で達也と美月が準備をしていた。裕太は余分なコンピューターを持っていたので、,788,1,3,5,6,8,13,15,27,大,哲,大,大,哲,哲,ablation,山,0.1309,0.0,0.0025
和也と杏奈は家で休憩していた。雄大は携帯の画面にある骨を表示し、,842,1,1,3,4,6,13,15,27,美,達,美,美,達,達,ablation,杏,0.1963,0.0001,0.0006
